ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
4539,455.0,431.7,535.8,260.0
4540,592.7,635.9,702.6,960.0
4541,610.4,666.4,729.0,880.0
4542,410.4,429.1,522.6,540.0
4543,643.4,686.1,708.8,700.0
4544,378.8,505.7,464.7,420.0
4545,577.1,642.4,632.9,640.0
4546,383.6,596.0,687.4,360.0
4547,541.4,643.2,667.4,600.0
4548,548.0,637.9,558.8,500.0
4549,483.0,537.0,581.1,340.0
4550,614.8,643.1,697.2,680.0
4551,420.2,567.4,398.5,320.0
4552,459.1,613.0,538.7,360.0
4553,486.7,452.0,455.8,600.0
4554,418.0,675.0,700.9,600.0
4555,496.4,510.0,462.8,440.0
4556,415.0,591.1,504.5,340.0
4557,389.8,441.1,405.2,340.0
4558,465.2,517.7,501.7,340.0
4559,467.4,640.6,487.3,280.0
4560,674.3,663.2,768.6,700.0
4561,579.8,641.7,788.0,880.0
4562,613.0,644.9,707.6,720.0
4563,510.3,625.2,694.7,440.0
4564,422.7,488.8,460.8,300.0
4565,415.6,538.6,456.7,540.0
4566,550.5,601.9,466.5,540.0
4567,450.3,590.0,550.0,580.0
4568,565.5,634.2,545.0,560.0
4569,642.0,680.2,696.6,840.0
4570,478.6,637.8,540.3,680.0
4571,446.6,399.3,424.7,420.0
4572,481.1,458.0,463.8,600.0
4573,641.2,711.7,746.7,740.0
4574,408.7,480.9,511.3,340.0
4575,401.9,521.0,427.6,320.0
4576,462.0,428.5,462.6,340.0
4577,525.3,622.6,453.7,940.0
4578,405.5,588.5,439.3,460.0
4579,464.8,402.1,452.2,500.0
4580,428.6,605.4,522.0,500.0
4581,657.1,653.9,623.7,880.0
4582,501.1,434.5,433.5,600.0
4583,462.9,483.4,475.4,320.0
4584,397.6,436.7,380.4,300.0
4585,433.9,624.2,433.0,600.0
4586,638.3,712.9,674.5,620.0
4587,463.4,416.4,448.0,520.0
4588,382.4,427.7,467.4,460.0
4589,390.1,421.1,403.1,340.0
4590,476.0,630.1,551.4,600.0
4591,500.6,438.3,653.2,340.0
4592,605.8,638.1,720.7,580.0
4593,537.9,598.3,516.7,560.0
4594,504.7,565.1,497.4,300.0
4595,512.1,631.6,506.8,680.0
4596,383.3,403.6,561.4,340.0
4597,536.7,622.4,473.0,660.0
4598,487.3,422.2,435.3,620.0
4599,419.8,460.9,415.9,280.0
4600,575.7,666.3,717.2,640.0
4601,625.0,674.3,692.9,960.0
4602,489.9,578.2,481.9,680.0
4603,580.2,578.4,554.5,340.0
4604,488.1,466.1,406.6,480.0
4605,572.7,632.3,542.9,620.0
4606,610.7,625.6,707.8,700.0
4607,480.8,467.8,459.0,560.0
4608,465.8,485.1,524.3,580.0
4609,545.4,648.7,535.9,600.0
4610,572.4,644.2,493.6,640.0
4611,470.3,596.4,454.8,580.0
4612,454.4,459.7,475.9,360.0
4613,503.9,467.2,548.3,340.0
4614,469.2,455.8,455.8,300.0
4615,458.7,463.1,513.7,480.0
4616,488.5,581.0,490.5,440.0
4617,517.8,586.1,491.2,440.0
4618,393.6,505.5,415.5,440.0
4619,625.6,666.4,651.8,680.0
4620,489.6,436.3,481.3,320.0
4621,634.3,700.8,747.6,560.0
4622,394.5,611.0,465.0,480.0
4623,758.5,728.3,800.7,960.0
4624,592.2,600.6,704.1,680.0
4625,478.7,641.6,492.6,560.0
4626,423.6,543.1,505.4,300.0
4627,399.7,492.4,415.3,240.0
4628,519.3,642.3,558.4,520.0
4629,557.0,687.3,704.0,600.0
4630,567.3,656.9,593.9,560.0
4631,450.7,678.7,459.7,620.0
4632,401.7,474.1,445.6,360.0
4633,502.2,533.8,401.5,0.0
4634,523.7,672.2,546.6,780.0
4635,608.6,643.5,655.9,800.0
4636,422.7,481.1,387.4,280.0
4637,495.8,591.2,464.9,360.0
4638,422.1,519.3,507.1,480.0
4639,546.6,619.3,559.8,320.0
4640,548.4,637.7,592.6,540.0
4641,382.8,495.2,437.5,580.0
4642,447.0,520.9,490.7,360.0
4643,496.5,400.6,459.1,620.0
4644,508.4,517.3,476.3,400.0
4645,494.2,624.0,451.4,580.0
4646,405.8,482.5,471.6,360.0
4647,455.7,616.2,481.8,600.0
4648,478.2,665.5,485.6,620.0
4649,525.4,620.5,759.5,660.0
4650,484.3,566.7,486.5,360.0
4651,429.6,542.8,503.3,240.0
4652,450.4,523.6,446.9,420.0
4653,513.8,575.2,441.0,500.0
4654,465.3,579.1,441.1,520.0
4655,605.8,641.2,674.5,940.0
4656,507.2,564.7,464.1,400.0
4657,522.3,662.6,568.6,560.0
4658,421.8,437.4,561.1,360.0
4659,534.7,604.6,640.0,740.0
4660,561.0,633.6,621.9,720.0
4661,533.7,577.3,554.9,680.0
4662,482.7,637.6,548.4,660.0
4663,423.7,506.5,405.4,0.0
4664,458.7,552.4,417.0,320.0
4665,483.2,620.0,583.3,560.0
4666,500.5,640.0,701.4,540.0
4667,477.2,664.4,738.2,660.0
4668,556.9,649.2,557.1,480.0
4669,590.7,646.0,598.0,620.0
4670,509.8,513.2,610.1,400.0
4671,499.5,575.2,442.6,600.0
4672,443.8,463.3,420.7,280.0
4673,429.0,594.2,508.2,480.0
4674,432.6,467.5,537.1,320.0
4675,443.3,643.0,514.3,380.0
4676,545.6,589.5,501.0,580.0
4677,469.5,510.5,450.5,400.0
4678,449.2,512.8,538.2,680.0
4679,364.1,556.7,386.8,480.0
4680,444.7,526.6,596.2,680.0
4681,415.6,546.8,409.0,500.0
4682,626.7,688.4,844.1,820.0
4683,394.2,601.6,567.0,580.0
4684,456.8,620.5,510.2,540.0
4685,513.4,533.0,472.3,640.0
4686,665.6,704.1,671.0,720.0
4687,527.3,611.4,513.8,520.0
4688,415.1,457.8,535.4,520.0
4689,391.1,538.3,433.4,280.0
4690,489.8,453.6,461.7,440.0
4691,384.5,567.6,433.5,400.0
4692,463.7,475.5,488.6,640.0
4693,559.8,648.4,502.7,840.0
4694,440.7,443.0,382.5,0.0
4695,530.6,584.3,510.2,480.0
4696,553.3,619.0,465.3,460.0
4697,537.7,603.7,523.6,540.0
4698,504.4,500.5,469.7,280.0
4699,448.4,609.6,470.4,560.0
4700,443.6,611.0,515.4,520.0
4701,376.8,482.7,448.1,240.0
4702,653.6,689.6,711.2,860.0
4703,436.0,512.0,459.3,380.0
4704,532.7,597.0,521.4,300.0
4705,451.0,611.1,727.2,520.0
4706,479.4,626.1,670.7,860.0
4707,526.8,627.4,531.9,620.0
4708,629.2,600.3,391.9,440.0
4709,474.5,589.4,472.5,540.0
4710,415.9,420.4,428.8,340.0
4711,398.3,606.7,458.0,580.0
4712,487.3,452.5,454.7,400.0
4713,604.5,602.5,688.9,780.0
4714,682.2,656.8,770.3,920.0
4715,599.8,640.9,685.5,820.0
4716,579.7,599.1,453.4,640.0
4717,585.4,703.3,687.0,460.0
4718,436.3,560.4,485.5,620.0
4719,476.3,460.2,511.9,320.0
4720,503.1,603.2,477.2,540.0
4721,493.4,579.5,650.4,560.0
4722,406.3,422.2,407.0,240.0
4723,544.9,640.5,539.7,660.0
4724,533.1,520.7,568.3,320.0
4725,402.2,504.8,391.7,420.0
4726,375.7,449.4,478.3,380.0
4727,565.8,461.4,526.5,560.0
4728,518.6,653.6,537.8,740.0
4729,514.6,625.9,512.9,620.0
4730,631.9,673.6,698.7,720.0
4731,571.0,671.6,668.9,0.0
4732,566.1,601.1,422.4,360.0
4733,530.2,625.3,582.0,600.0
4734,394.8,609.8,523.8,560.0
4735,601.0,652.9,690.7,340.0
4736,571.8,553.2,606.3,320.0
4737,384.4,426.4,426.5,260.0
4738,535.3,622.0,592.9,620.0
4739,566.2,714.0,735.0,800.0
4740,597.3,652.1,770.5,780.0
4741,486.4,618.7,514.2,540.0
4742,372.7,485.9,475.2,500.0
4743,416.8,445.8,548.6,380.0
4744,447.3,651.9,522.1,320.0
4745,497.2,589.6,530.4,600.0
4746,412.1,612.9,583.5,280.0
4747,444.0,560.7,440.2,360.0
4748,450.6,607.7,389.6,600.0
4749,393.7,553.7,415.9,340.0
4750,659.9,695.8,673.1,800.0
4751,627.2,659.9,691.8,660.0
4752,579.5,670.9,702.3,800.0
4753,569.1,650.3,685.2,600.0
4754,418.3,488.0,448.8,440.0
4755,486.1,476.7,423.1,300.0
4756,420.0,579.5,380.3,500.0
4757,474.4,537.8,489.5,420.0
4758,677.9,697.8,769.7,760.0
4759,467.2,660.4,604.9,760.0
4760,492.7,617.2,553.5,400.0
4761,395.2,560.3,514.1,560.0
4762,554.3,620.4,643.5,780.0
4763,486.3,426.5,529.7,660.0
4764,483.3,568.4,509.0,540.0
4765,438.3,628.9,549.8,620.0
4766,382.3,609.8,488.5,400.0
4767,576.0,684.5,714.5,800.0
4768,483.6,602.7,492.8,360.0
4769,411.8,515.1,491.8,600.0
4770,571.8,632.6,770.7,740.0
4771,402.1,542.6,482.7,440.0
4772,414.2,564.1,456.9,380.0
4773,518.5,628.8,724.2,920.0
4774,488.4,613.8,562.7,720.0
4775,475.4,589.2,666.7,640.0
4776,577.6,670.4,624.5,780.0
4777,473.8,472.2,394.7,480.0
4778,605.5,650.8,808.0,900.0
4779,532.9,594.3,468.7,920.0
4780,376.1,524.0,391.3,280.0
4781,469.9,406.6,443.9,480.0
4782,545.5,629.8,650.9,360.0
4783,487.7,525.3,548.8,460.0
4784,552.4,581.9,647.8,840.0
4785,434.9,535.0,461.4,360.0
4786,457.6,604.4,394.2,440.0
4787,411.6,458.3,594.4,320.0
4788,449.9,602.1,631.2,500.0
4789,466.9,463.8,467.8,340.0
4790,389.3,532.2,485.1,360.0
4791,478.6,538.1,541.3,420.0
4792,448.1,586.1,407.4,580.0
4793,550.2,655.1,692.8,640.0
4794,467.5,424.3,513.1,240.0
4795,516.2,512.1,431.2,300.0
4796,614.2,644.0,671.2,640.0
4797,538.4,612.5,590.4,580.0
4798,526.3,509.6,626.5,240.0
4799,533.4,616.5,505.5,380.0
4800,513.2,648.2,545.4,380.0
4801,420.0,530.5,528.1,600.0
4802,582.9,567.3,451.4,600.0
4803,483.6,638.0,582.0,580.0
4804,712.2,683.3,790.6,700.0
4805,473.8,430.7,540.7,560.0
4806,375.6,549.7,487.3,320.0
4807,542.0,653.5,698.1,580.0
4808,648.1,661.2,727.7,760.0
4809,557.7,559.0,668.5,620.0
4810,452.5,538.0,694.9,520.0
4811,404.9,432.5,391.5,320.0
4812,431.5,495.8,502.7,640.0
4813,394.3,554.4,417.4,360.0
4814,554.0,588.9,453.0,560.0
4815,429.0,574.8,407.8,540.0
4816,500.4,542.9,426.0,560.0
4817,540.9,640.5,679.7,680.0
4818,398.7,461.4,414.2,0.0
4819,417.0,659.2,566.3,620.0
4820,481.0,528.3,412.1,660.0
4821,426.3,440.4,412.2,460.0
4822,564.4,615.2,623.9,800.0
4823,460.9,639.0,707.2,760.0
4824,407.1,606.6,510.0,540.0
4825,586.1,603.9,571.6,380.0
4826,567.3,534.2,535.2,0.0
4827,401.8,477.8,495.8,580.0
4828,590.6,614.1,707.4,660.0
4829,481.2,542.1,496.6,260.0
4830,504.0,548.8,559.4,740.0
4831,575.8,640.3,609.2,600.0
4832,500.1,610.0,606.5,620.0
4833,511.0,644.9,442.0,580.0
4834,444.2,554.2,424.1,560.0
4835,423.0,676.3,417.1,820.0
4836,460.2,584.3,579.0,540.0
4837,368.2,504.2,436.9,540.0
4838,378.1,470.5,438.2,280.0
4839,585.4,678.9,718.7,660.0
4840,455.7,601.2,494.5,300.0
4841,571.9,600.8,519.3,600.0
4842,434.5,505.6,466.3,340.0
4843,482.5,542.3,526.3,340.0
4844,496.1,643.1,718.7,580.0
4845,499.3,456.8,475.8,380.0
4846,504.1,608.9,536.9,360.0
4847,486.7,504.3,456.4,520.0
4848,590.3,683.9,565.4,860.0
4849,459.2,633.2,602.0,0.0
4850,468.1,603.9,624.3,320.0
4851,645.3,704.7,709.9,820.0
4852,435.5,419.6,414.0,420.0
4853,473.0,589.7,587.8,640.0
4854,592.7,686.0,666.8,480.0
4855,422.6,479.7,402.6,460.0
4856,469.2,536.4,521.8,380.0
4857,645.1,639.4,710.1,600.0
4858,558.5,447.8,445.6,240.0
4859,387.3,501.8,479.0,460.0
4860,702.8,698.1,809.8,980.0
4861,539.5,607.2,632.0,360.0
4862,518.4,446.3,492.5,280.0
4863,407.7,459.2,414.4,240.0
4864,524.2,628.6,567.5,560.0
4865,535.9,648.2,520.1,680.0
4866,391.6,0.0,433.0,0.0
4867,483.3,476.8,422.3,360.0
4868,406.8,429.5,473.0,320.0
4869,470.1,433.4,403.8,260.0
4870,576.6,636.7,676.3,940.0
4871,545.5,556.2,525.3,440.0
4872,551.8,458.9,453.9,0.0
4873,626.5,701.5,486.5,640.0
4874,580.5,599.7,442.0,480.0
4875,429.5,473.6,499.9,360.0
4876,585.2,646.0,649.5,640.0
4877,420.3,595.6,477.2,560.0
4878,524.6,592.1,399.3,300.0
4879,388.8,529.9,423.1,300.0
4880,426.4,579.5,435.2,360.0
4881,410.4,623.1,557.6,680.0
4882,455.1,575.0,521.1,460.0
4883,452.7,660.4,536.1,500.0
4884,592.3,670.4,708.4,700.0
4885,528.1,466.0,575.7,260.0
4886,526.1,632.5,616.3,920.0
4887,425.8,583.3,427.7,560.0
4888,640.0,691.5,729.2,440.0
4889,482.5,599.9,579.4,420.0
4890,533.8,505.7,556.5,580.0
4891,526.2,591.4,451.4,520.0
4892,582.0,621.6,585.3,760.0
4893,590.6,635.5,506.1,580.0
4894,483.9,616.3,441.9,540.0
4895,498.5,523.6,486.4,420.0
4896,461.5,631.6,685.9,640.0
4897,515.3,613.7,455.0,600.0
4898,666.8,676.5,727.7,780.0
4899,542.1,697.9,507.2,820.0
4900,472.1,560.0,423.9,460.0
4901,419.7,507.2,519.1,340.0
4902,492.9,512.4,508.4,660.0
4903,606.4,616.6,619.0,520.0
4904,452.1,399.4,475.6,320.0
4905,448.2,468.9,562.1,540.0
4906,498.2,634.5,685.1,620.0
4907,454.7,517.8,385.6,280.0
4908,546.4,469.4,633.8,360.0
4909,572.4,610.1,536.1,620.0
4910,604.8,614.5,729.6,920.0
4911,482.3,537.8,453.0,580.0
4912,420.5,483.2,650.9,500.0
4913,458.7,572.5,400.9,300.0
4914,427.6,447.8,421.9,520.0
4915,430.0,510.7,460.6,320.0
4916,457.3,492.8,548.4,560.0
4917,443.8,498.7,484.1,440.0
4918,425.5,545.7,493.8,260.0
4919,557.5,663.8,661.9,480.0
4920,448.7,583.7,569.1,460.0
4921,558.3,613.2,499.7,680.0
4922,524.4,538.6,471.4,360.0
4923,435.3,435.5,587.1,320.0
4924,559.2,640.0,464.6,440.0
4925,581.8,646.8,626.7,680.0
4926,523.6,512.3,410.4,440.0
4927,534.8,458.2,531.4,360.0
4928,696.2,720.8,738.6,920.0
4929,422.4,535.0,509.9,320.0
4930,452.0,486.2,559.3,320.0
4931,406.0,462.9,462.9,360.0
4932,479.0,588.9,572.0,600.0
4933,415.3,559.0,500.4,240.0
4934,552.1,571.5,436.8,320.0
4935,425.7,607.0,468.6,760.0
4936,694.6,733.7,668.5,460.0
4937,428.2,549.3,506.2,420.0
4938,457.2,428.0,455.2,180.0
4939,547.5,660.6,442.2,640.0
4940,548.0,451.4,448.1,580.0
4941,486.1,609.4,547.8,460.0
4942,443.4,630.9,507.0,280.0
4943,565.4,678.7,685.2,680.0
4944,447.8,596.4,526.8,540.0
4945,515.3,639.9,509.7,360.0
4946,418.9,528.5,543.9,620.0
4947,462.5,541.3,456.7,540.0
4948,477.9,622.0,592.9,560.0
4949,601.1,595.2,625.7,580.0
4950,427.6,605.0,412.2,520.0
4951,395.1,542.9,583.3,500.0
4952,426.8,491.0,389.8,0.0
4953,378.9,537.9,410.8,400.0
4954,474.9,440.0,410.1,280.0
4955,645.4,694.4,803.1,720.0
4956,385.4,429.3,393.3,560.0
4957,588.6,615.3,537.2,940.0
4958,387.7,535.3,493.9,360.0
4959,514.1,635.6,608.2,360.0
4960,403.9,441.8,430.4,480.0
4961,478.8,556.8,445.7,820.0
4962,494.4,522.8,415.2,480.0
4963,565.8,627.0,642.2,600.0
4964,611.8,611.5,752.3,560.0
4965,408.1,479.0,434.8,480.0
4966,387.1,440.8,500.5,580.0
4967,550.1,559.7,622.5,520.0
4968,578.9,695.7,602.6,580.0
4969,724.3,665.5,810.2,640.0
4970,432.1,483.9,424.5,0.0
4971,390.5,473.4,456.0,500.0
4972,372.1,486.2,467.4,260.0
4973,465.1,576.4,456.6,360.0
4974,534.1,623.1,662.2,400.0
4975,580.2,672.2,401.1,480.0
4976,432.7,534.9,440.9,380.0
4977,394.3,522.8,416.8,340.0
4978,401.5,525.9,446.1,360.0
4979,401.3,617.9,444.4,640.0
4980,460.0,615.4,405.2,360.0
4981,376.8,465.9,415.4,500.0
4982,434.1,594.9,520.7,460.0
4983,623.3,700.1,786.9,700.0
4984,415.4,400.7,386.6,260.0
4985,423.5,619.8,370.8,560.0
4986,553.9,478.8,596.6,360.0
4987,397.6,469.7,434.4,380.0
4988,398.0,433.4,438.2,500.0
4989,445.7,578.0,463.8,260.0
4990,630.4,677.9,699.1,640.0
4991,587.3,481.2,469.0,600.0
4992,387.1,527.2,400.7,460.0
4993,402.7,592.2,524.8,360.0
4994,455.3,503.3,393.2,360.0
4995,577.1,620.9,637.3,800.0
4996,395.8,407.9,430.6,460.0
4997,517.1,606.0,686.7,760.0
4998,475.3,428.0,492.3,500.0
4999,452.7,583.9,467.5,480.0
5000,512.4,580.2,491.0,420.0
5001,450.9,567.1,488.9,380.0
5002,405.7,557.2,455.0,360.0
5003,472.0,482.7,430.0,540.0
5004,470.5,586.4,400.9,280.0
5005,421.9,583.1,592.9,380.0
5006,370.8,449.1,375.8,440.0
5007,546.2,627.2,574.8,540.0
5008,493.6,470.5,545.0,320.0
5009,568.1,587.5,589.9,640.0
5010,607.8,651.0,636.2,600.0
5011,504.5,469.7,454.8,560.0
5012,483.1,534.5,642.3,520.0
5013,570.3,601.2,428.5,560.0
5014,420.0,593.3,452.9,440.0
5015,563.9,661.4,604.0,560.0
5016,514.5,548.5,505.9,400.0
5017,387.0,445.7,391.0,200.0
5018,411.7,608.0,385.7,620.0
5019,490.5,430.4,396.5,480.0
5020,428.1,473.3,435.7,320.0
5021,588.9,595.4,557.7,680.0
5022,400.4,461.4,454.4,260.0
5023,510.1,444.9,448.5,540.0
5024,418.8,545.8,381.2,340.0
5025,534.5,639.3,685.5,660.0
5026,386.8,555.4,401.7,240.0
5027,520.9,611.8,492.1,540.0
5028,629.0,669.9,693.2,640.0
5029,512.2,685.3,617.4,740.0
5030,410.0,556.5,464.0,420.0
5031,434.0,583.2,470.8,480.0
5032,407.7,610.8,452.0,560.0
5033,530.5,673.3,722.9,540.0
5034,464.3,456.1,394.7,560.0
5035,495.2,654.6,707.9,740.0
5036,437.9,556.1,431.1,480.0
5037,532.4,613.9,677.8,580.0
5038,597.5,645.6,562.2,340.0
5039,368.3,464.2,525.4,360.0
5040,456.0,601.3,712.6,560.0
5041,568.8,564.2,634.8,900.0
5042,656.0,526.7,456.0,920.0
5043,469.4,562.2,477.4,640.0
5044,432.3,430.1,453.5,640.0
5045,423.4,508.0,496.8,560.0
5046,470.3,523.5,468.7,360.0
5047,586.4,635.9,678.3,660.0
5048,521.7,624.1,724.0,620.0
5049,497.9,633.3,477.3,600.0
5050,507.9,659.7,542.3,800.0
5051,392.8,572.0,433.4,260.0
5052,515.0,600.0,587.1,560.0
5053,536.0,603.1,499.5,480.0
5054,546.4,626.9,575.4,600.0
5055,596.2,626.5,693.9,820.0
5056,386.4,418.3,536.8,720.0
5057,467.2,591.7,417.5,480.0
5058,524.1,610.0,504.6,360.0
5059,438.4,622.8,609.5,360.0
5060,505.0,615.1,695.0,560.0
5061,526.4,585.8,580.5,360.0
5062,523.8,557.4,484.3,320.0
5063,513.1,627.8,703.1,740.0
5064,431.1,476.0,589.8,480.0
5065,716.3,735.6,765.7,860.0
5066,451.8,605.4,441.0,440.0
5067,414.7,599.3,552.5,620.0
5068,431.5,449.6,461.2,320.0
5069,514.0,524.8,450.6,560.0
5070,473.1,596.3,538.5,580.0
5071,459.7,543.3,463.4,420.0
5072,490.9,591.3,411.9,0.0
5073,507.3,535.1,505.3,480.0
5074,416.8,636.9,561.0,440.0
5075,488.6,613.8,460.9,320.0
5076,553.7,607.9,534.7,520.0
5077,627.6,672.5,705.0,520.0
5078,590.8,740.2,769.0,900.0
5079,515.1,577.8,523.1,640.0
5080,428.6,591.6,492.9,620.0
5081,440.0,487.2,494.4,520.0
5082,524.8,458.3,458.9,660.0
5083,520.3,596.6,495.2,500.0
5084,596.7,661.4,765.8,760.0
5085,455.6,569.9,459.1,0.0
5086,619.3,675.9,578.5,660.0
5087,534.3,674.7,682.5,800.0
5088,438.5,622.0,533.2,360.0
5089,645.7,648.9,692.2,640.0
5090,557.3,540.7,675.7,780.0
5091,434.9,435.7,562.7,0.0
5092,438.9,473.7,387.1,420.0
5093,618.5,650.8,697.7,600.0
5094,424.3,474.4,444.4,340.0
5095,533.5,609.4,587.7,520.0
5096,402.4,573.7,586.2,400.0
5097,531.2,519.2,438.3,320.0
5098,643.3,667.5,766.9,760.0
5099,498.1,493.4,384.5,340.0
5100,537.3,643.9,568.8,660.0
5101,429.2,579.1,422.8,540.0
5102,426.4,534.5,487.1,380.0
5103,596.4,621.8,516.4,700.0
5104,658.4,695.8,726.4,840.0
5105,429.4,565.9,510.9,400.0
5106,662.9,646.2,692.1,880.0
5107,526.1,669.1,606.9,680.0
5108,566.1,615.8,449.5,580.0
5109,520.9,603.4,561.9,380.0
5110,435.7,542.2,460.3,460.0
5111,589.5,696.9,722.4,680.0
5112,441.3,412.3,586.9,0.0
5113,573.3,633.6,747.6,680.0
5114,483.1,585.2,527.9,540.0
5115,429.1,588.2,412.7,480.0
5116,556.0,494.0,510.1,760.0
5117,512.2,460.8,543.8,540.0
5118,463.6,545.3,588.8,700.0
5119,560.9,575.0,524.7,420.0
5120,505.4,542.9,602.9,580.0
5121,552.3,415.0,501.9,520.0
5122,449.9,579.3,438.0,440.0
5123,394.0,597.7,516.2,380.0
5124,411.6,447.1,459.5,640.0
5125,658.3,649.7,657.6,680.0
5126,656.6,679.6,613.5,900.0
5127,435.7,522.9,487.4,880.0
5128,629.2,659.6,751.5,600.0
5129,529.4,596.6,524.4,420.0
5130,442.8,438.5,449.8,0.0
5131,401.4,475.8,469.2,540.0
5132,478.2,559.8,404.2,300.0
5133,450.9,596.2,442.0,380.0
5134,452.7,599.5,410.6,340.0
5135,630.7,662.0,558.7,640.0
5136,487.2,628.4,533.6,560.0
5137,565.3,527.3,575.1,640.0
5138,406.3,592.1,480.7,560.0
5139,568.8,655.1,714.1,600.0
5140,440.9,450.9,398.6,300.0
5141,564.9,480.7,485.5,320.0
5142,485.2,515.0,488.4,560.0
5143,421.5,518.5,528.2,440.0
5144,438.8,413.7,459.1,520.0
5145,451.0,613.3,547.6,520.0
5146,501.2,624.0,699.8,480.0
5147,588.1,630.3,675.4,780.0
5148,515.0,570.6,529.4,360.0
5149,385.8,498.4,517.3,280.0
5150,712.3,745.3,793.3,780.0
5151,532.9,634.7,424.9,560.0
5152,526.6,509.1,496.7,640.0
5153,601.4,667.5,738.5,900.0
5154,574.7,628.9,681.8,560.0
5155,396.4,454.5,568.9,600.0
5156,572.2,662.1,592.8,760.0
5157,487.9,499.0,426.6,400.0
5158,397.3,511.6,491.0,520.0
5159,464.9,449.8,396.6,280.0
5160,372.7,586.3,611.9,380.0
5161,430.3,591.4,631.1,320.0
5162,650.4,685.4,764.3,940.0
5163,499.6,512.3,428.9,600.0
5164,466.6,425.5,437.5,500.0
5165,502.3,543.7,448.9,480.0
5166,480.9,626.4,657.2,340.0
5167,436.2,515.6,387.9,300.0
5168,464.7,581.8,509.4,660.0
5169,405.6,612.9,666.6,520.0
5170,617.8,680.6,625.8,780.0
5171,422.0,432.1,380.4,420.0
5172,443.0,630.2,496.6,560.0
5173,524.1,593.3,645.0,400.0
5174,448.3,530.2,662.4,460.0
5175,597.4,673.3,719.7,660.0
5176,496.8,576.8,462.7,360.0
5177,507.5,582.0,489.3,600.0
5178,514.1,622.3,588.8,580.0
5179,530.6,634.8,658.4,540.0
5180,482.4,469.7,596.8,440.0
5181,664.5,677.6,754.2,880.0
5182,634.2,649.3,650.5,860.0
5183,395.4,459.8,387.4,240.0
5184,552.2,611.4,465.2,640.0
5185,568.2,564.9,530.6,640.0
5186,433.3,559.4,570.4,380.0
5187,527.3,613.2,643.6,360.0
5188,420.6,509.8,522.2,360.0
5189,400.9,526.1,494.1,460.0
5190,696.7,695.6,736.2,740.0
5191,587.0,468.7,519.8,540.0
5192,572.1,671.2,566.0,600.0
5193,476.1,598.2,504.8,700.0
5194,511.2,566.3,582.7,380.0
5195,492.3,644.4,546.7,580.0
5196,446.5,583.2,383.8,520.0
5197,546.4,490.7,554.6,400.0
5198,409.3,444.3,497.1,420.0
5199,590.7,668.5,639.6,740.0
5200,527.5,575.0,548.8,660.0
5201,562.7,604.8,507.0,600.0
5202,523.3,653.0,505.3,380.0
5203,392.7,515.2,432.0,320.0
5204,486.9,628.3,474.2,400.0
5205,394.7,451.4,432.8,300.0
5206,571.2,660.3,596.3,340.0
5207,491.8,592.4,521.1,600.0
5208,522.2,600.5,661.0,840.0
5209,397.3,473.9,453.8,0.0
5210,426.6,422.9,471.2,440.0
5211,482.8,512.6,394.1,720.0
5212,482.2,455.2,376.0,260.0
5213,571.6,617.9,490.8,480.0
5214,541.4,634.0,658.6,440.0
5215,491.3,622.1,564.4,380.0
5216,544.8,444.8,517.9,0.0
5217,405.7,508.8,435.7,460.0
5218,399.6,447.0,425.6,260.0
5219,620.0,774.9,629.3,900.0
5220,594.6,603.5,480.9,540.0
5221,501.3,594.8,596.4,660.0
5222,586.3,585.7,525.4,420.0
5223,418.5,397.6,498.4,240.0
5224,452.9,566.9,475.8,440.0
5225,502.5,443.6,568.0,280.0
5226,410.0,457.1,481.2,260.0
5227,410.3,623.4,503.4,460.0
5228,479.1,460.9,457.8,360.0
5229,576.7,610.3,513.2,620.0
5230,591.4,654.8,752.2,680.0
5231,446.5,576.1,510.5,380.0
5232,408.2,564.4,502.3,300.0
5233,416.3,559.3,412.8,340.0
5234,517.0,611.7,427.3,460.0
5235,434.5,555.4,519.7,560.0
5236,553.7,641.1,601.0,480.0
5237,467.9,471.0,469.1,400.0
5238,481.7,522.6,523.4,560.0
5239,537.4,658.1,564.5,840.0
5240,471.2,488.9,510.3,540.0
5241,489.5,613.7,536.4,660.0
5242,730.9,679.1,715.4,920.0
5243,434.3,594.8,441.1,360.0
5244,461.3,597.0,534.6,740.0
5245,491.7,541.0,636.1,380.0
5246,462.5,577.4,427.8,440.0
5247,464.1,639.6,553.1,440.0
5248,511.5,569.1,423.1,0.0
5249,506.5,644.7,529.9,640.0
5250,678.0,680.3,774.7,920.0
5251,550.3,592.9,457.9,380.0
5252,449.7,499.4,378.1,280.0
5253,477.2,588.0,477.5,560.0
5254,478.4,537.6,437.2,360.0
5255,526.5,622.9,650.8,580.0
5256,455.1,407.9,576.9,360.0
5257,529.3,641.4,517.7,800.0
5258,402.8,471.8,480.0,360.0
5259,521.7,488.0,408.1,600.0
5260,551.2,604.3,525.9,540.0
5261,538.5,627.5,487.9,680.0
5262,440.7,590.7,448.2,300.0
5263,506.6,604.0,416.3,440.0
5264,446.9,425.9,564.0,500.0
5265,366.2,419.9,479.8,0.0
5266,468.6,600.8,375.7,300.0
5267,478.3,596.3,583.8,500.0
5268,565.3,636.3,505.3,600.0
5269,642.2,658.1,712.4,620.0
5270,483.7,456.1,461.4,360.0
5271,409.7,598.6,560.2,360.0
5272,737.2,682.1,829.4,900.0
